feature,importance
stress_depression_diff,0.3272184163701066
stress_anxiety_diff,0.2234504003558723
Mental_Severity_Score,0.21089679715302503
Age,0.11579381672597876
Semester_Credit_Load,0.11259185943060519
Course,0.09937210854092532
Residence_Type,0.06718483096085409
Relationship_Status,0.06375088967971537
Extracurricular_Involvement,0.04181872775800708
Physical_Activity,0.0397277580071174
Diet_Quality,0.0389263790035587
Sleep_Quality,0.030549822064056924
Counseling_Service_Use,0.023443505338078287
Gender,0.016704181494661883
CGPA,0.010157695729537343
