feature,importance
stress_depression_diff,0.3124114768683276
stress_anxiety_diff,0.1563078291814945
Age,0.15378580960854096
Semester_Credit_Load,0.14346063167259795
Residence_Type,0.09060008896797168
Relationship_Status,0.08865836298932396
Course,0.08477846975088976
Mental_Severity_Score,0.06927913701067617
Extracurricular_Involvement,0.055887677935943084
Physical_Activity,0.054549154804270465
Diet_Quality,0.05353425266903915
Sleep_Quality,0.03964635231316721
Counseling_Service_Use,0.03639857651245554
Gender,0.02603380782918147
CGPA,0.01460075622775798
