feature,importance
stress_depression_diff,0.5304888790035592
stress_anxiety_diff,0.17378514234875428
Mental_Severity_Score,0.11964079181494652
Relationship_Status,0.08901890569395028
Course,0.05865124555160131
Age,0.05523598754448387
Gender,0.04610008896797155
Counseling_Service_Use,0.03557006227758007
Diet_Quality,0.030907695729537353
Extracurricular_Involvement,0.028905693950177922
Physical_Activity,0.027993104982206328
Sleep_Quality,0.026914145907473253
Residence_Type,0.025850088967971474
CGPA,0.023402802491103193
Semester_Credit_Load,0.010370329181494648
