feature,importance
stress_depression_diff,0.5630747330960848
stress_anxiety_diff,0.2076923932384337
Relationship_Status,0.08370618327402136
Age,0.058851645907473285
Course,0.05025533807829183
Mental_Severity_Score,0.03654982206405678
Residence_Type,0.03630782918149469
Counseling_Service_Use,0.034162588967971474
CGPA,0.025020240213523132
Gender,0.023699510676156554
Extracurricular_Involvement,0.022261120996441244
Diet_Quality,0.016837411032028436
Sleep_Quality,0.013766014234875387
Semester_Credit_Load,0.011882784697508895
Physical_Activity,0.011865658362989313
