feature,importance
stress_depression_diff,0.5583080516014243
stress_anxiety_diff,0.2127468861209962
Mental_Severity_Score,0.14594039145907478
Course,0.034304492882562196
Counseling_Service_Use,0.034152580071174256
Relationship_Status,0.025910142348754415
Diet_Quality,0.025388122775800638
Extracurricular_Involvement,0.022997553380782864
Physical_Activity,0.022144128113878957
CGPA,0.016716859430604844
Age,0.01305115658362987
Gender,0.01190947508896795
Residence_Type,0.009480427046263321
Sleep_Quality,0.007665035587188603
Semester_Credit_Load,0.00515391459074734
