feature,importance
stress_depression_diff,0.5679797597864764
Mental_Severity_Score,0.20525800711743744
stress_anxiety_diff,0.20137944839857644
Course,0.05093683274021355
Counseling_Service_Use,0.030491325622775806
Diet_Quality,0.02287166370106761
Residence_Type,0.02266748220640567
Relationship_Status,0.02201512455516012
Physical_Activity,0.015365880782918099
Gender,0.014309608540925254
CGPA,0.013236209964412786
Age,0.012555604982206375
Semester_Credit_Load,0.00741080960854093
Sleep_Quality,0.007251112099644127
Extracurricular_Involvement,0.004385008896797166
